Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	Taxonomic lineage	Organism (ID)
A0A9Q0BBJ9	unreviewed	A0A9Q0BBJ9_9HYPO	Golgi pH regulator-like protein	J7T54_005206	Emericellopsis cladophorae	557		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Bionectriaceae (family), Emericellopsis (genus)	2686198
A0A9Q0VXZ2	unreviewed	A0A9Q0VXZ2_9ROSI	G-PROTEIN COUPLED RECEPTOR 89-RELATED	OIU74_026188	Salix koriyanagi	469		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Malpighiales (order), Salicaceae (family), Saliceae (tribe), Salix (genus)	2511006
A0A9Q0W9Z2	unreviewed	A0A9Q0W9Z2_SALPP	GPCR-TYPE G PROTEIN 2	OIU79_023968	Salix purpurea (Purple osier willow)	549		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Malpighiales (order), Salicaceae (family), Saliceae (tribe), Salix (genus)	77065
A0A9Q0WAV7	unreviewed	A0A9Q0WAV7_SALPP	G-PROTEIN COUPLED RECEPTOR 89-RELATED	OIU79_023968	Salix purpurea (Purple osier willow)	457		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Malpighiales (order), Salicaceae (family), Saliceae (tribe), Salix (genus)	77065
A0A9Q0YC43	unreviewed	A0A9Q0YC43_HOLLE	Golgi pH regulator	HOLleu_41722	Holothuria leucospilota (Black long sea cucumber) (Mertensiothuria leucospilota)	181		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Echinodermata (phylum), Eleutherozoa (clade), Echinozoa (superclass), Holothuroidea (class), Aspidochirotacea (subclass), Aspidochirotida (order), Holothuriidae (family), Holothuria (genus)	206669
A0A9Q3IUR9	unreviewed	A0A9Q3IUR9_9BASI	Abscisic acid G-protein coupled receptor-like domain-containing protein	O181_090268	Austropuccinia psidii MF-1	596		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Sphaerophragmiaceae (family), Austropuccinia (genus), Austropuccinia psidii (species)	1389203
A0A9Q5HU69	unreviewed	A0A9Q5HU69_SANBA	Abscisic acid G-protein coupled receptor-like domain-containing protein	A7U60_g6963	Sanghuangporus baumii (Phellinus baumii)	213		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Hymenochaetales (order), Hymenochaetaceae (family), Sanghuangporus (genus)	108892
A0A9Q8PD84	unreviewed	A0A9Q8PD84_PASFU	Golgi pH regulator	CLAFUR5_10035	Passalora fulva (Tomato leaf mold) (Cladosporium fulvum)	767		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Mycosphaerellaceae (family), Fulvia (genus)	5499
A0A9Q8SHN8	unreviewed	A0A9Q8SHN8_9PEZI	Golgi pH regulator	CLUP02_02780	Colletotrichum lupini	577		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Glomerellales (order), Glomerellaceae (family), Colletotrichum (genus), Colletotrichum acutatum species complex (no rank)	145971
A0A9Q8V982	unreviewed	A0A9Q8V982_9HYPO	Uncharacterized protein	JDV02_002836	Purpureocillium takamizusanense	615		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Ophiocordycipitaceae (family), Purpureocillium (genus)	2060973
A0A9Q8Z0Y6	unreviewed	A0A9Q8Z0Y6_CURCL	Uncharacterized protein	yc1106_01356	Curvularia clavata	555		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Curvularia (genus)	95742
A0A9Q9AUJ5	unreviewed	A0A9Q9AUJ5_9PEZI	The Golgi pH regulator/GPCR-type G protein	Slin15195_G087190	Septoria linicola	550		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Mycosphaerellaceae (family), Septoria (genus)	215465
A0A9R0K083	unreviewed	A0A9R0K083_SPIOL	GPCR-type G protein 2 isoform X2	LOC110793110	Spinacia oleracea (Spinach)	466		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), Caryophyllales (order), Chenopodiaceae (family), Chenopodioideae (subfamily), Anserineae (tribe), Spinacia (genus)	3562
A0A9R0K0U3	unreviewed	A0A9R0K0U3_SPIOL	GPCR-type G protein 2 isoform X1	LOC110793110	Spinacia oleracea (Spinach)	467		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), Caryophyllales (order), Chenopodiaceae (family), Chenopodioideae (subfamily), Anserineae (tribe), Spinacia (genus)	3562
A0A9R1CEK4	unreviewed	A0A9R1CEK4_9TREE	Abscisic acid G-protein coupled receptor-domain-containing protein	D1P53_004939	Cryptococcus cf. gattii	697		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus gattii species complex (no rank)	2011032
A0A9R1P432	unreviewed	A0A9R1P432_TRITD	Abscisic acid G-protein coupled receptor-like domain-containing protein	TRITD_2Av1G252850	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	91		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus), Triticum turgidum (species)	4567
A0A9R1P4C2	unreviewed	A0A9R1P4C2_TRITD	Abscisic acid G-protein coupled receptor-like domain-containing protein	TRITD_2Av1G252850	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	114		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus), Triticum turgidum (species)	4567
A0A9R1PXC3	unreviewed	A0A9R1PXC3_TRITD	Abscisic acid G-protein coupled receptor-like domain-containing protein	TRITD_2Bv1G214280	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	114		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus), Triticum turgidum (species)	4567
A0A9R1PY53	unreviewed	A0A9R1PY53_TRITD	Abscisic acid G-protein coupled receptor-like domain-containing protein	TRITD_2Bv1G214280	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	168		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus), Triticum turgidum (species)	4567
A0A9R1RCC3	unreviewed	A0A9R1RCC3_TRITD	Abscisic acid G-protein coupled receptor-like domain-containing protein	TRITD_2Av1G252850	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	168		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus), Triticum turgidum (species)	4567
A0A9R1WT91	unreviewed	A0A9R1WT91_LACSA	Abscisic acid G-protein coupled receptor-like domain-containing protein	LSAT_V11C900476180	Lactuca sativa (Garden lettuce)	468		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), campanulids (clade), Asterales (order), Asteraceae (family), Cichorioideae (subfamily), Cichorieae (tribe), Lactucinae (subtribe), Lactuca (genus)	4236
A0A9W4GE27	unreviewed	A0A9W4GE27_BLUGR	BgTH12-02373	BGTH12_LOCUS3490	Blumeria graminis f. sp. triticale	544		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Erysiphales (order), Erysiphaceae (family), Blumeria (genus), Blumeria graminis (species)	1689686
A0A9W4WW05	unreviewed	A0A9W4WW05_9GLOM	10784_t:CDS:1	FWILDA_LOCUS10970	Funneliformis geosporum	563		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Funneliformis (genus)	1117311
A0A9W5WVL2	unreviewed	A0A9W5WVL2_BABOV	Phosphatidylserine receptor	BaOVIS_018360	Babesia ovis	602		cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Piroplasmida (order), Babesiidae (family), Babesia (genus)	5869
A0A9W6SVL6	unreviewed	A0A9W6SVL6_CANBO	Unnamed protein product	Cboi02_000110300	Candida boidinii (Yeast)	744		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Pichiaceae (family), Ogataea (genus), Ogataea/Candida clade (clade)	5477
A0A9W7DDB1	unreviewed	A0A9W7DDB1_AMBMO	Unnamed protein product	Amon01_000006700	Ambrosiozyma monospora (Yeast) (Endomycopsis monosporus)	609		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetales incertae sedis (no rank), Ambrosiozyma (genus)	43982
A0A9W7HJR8	unreviewed	A0A9W7HJR8_HIBTR	GPCR-type G protein 1	HRI_001563700	Hibiscus trionum (Flower of an hour)	468		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Malvales (order), Malvaceae (family), Malvoideae (subfamily), Hibiscus (genus)	183268
A0A9W7JCV9	unreviewed	A0A9W7JCV9_HIBTR	GPCR-type G protein 1	HRI_004891800	Hibiscus trionum (Flower of an hour)	468		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Malvales (order), Malvaceae (family), Malvoideae (subfamily), Hibiscus (genus)	183268
A0A9W7L1P9	unreviewed	A0A9W7L1P9_9STRA	Abscisic acid G-protein coupled receptor-like domain-containing protein	TrCOL_g13498	Triparma columacea	285		cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bolidophyceae (class), Parmales (order), Triparmaceae (family), Triparma (genus)	722753
A0A9W7W787	unreviewed	A0A9W7W787_9PEZI	Abscisic acid G-protein coupled receptor	Tdes44962_MAKER06692	Teratosphaeria destructans	556		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Teratosphaeriaceae (family), Teratosphaeria (genus)	418781
A0A9W7XH10	unreviewed	A0A9W7XH10_9FUNG	Golgi pH regulator B	GPR89B LPJ64_005508	Coemansia asiatica	606		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Zoopagomycota (phylum), Kickxellomycotina (subphylum), Kickxellomycetes (class), Kickxellales (order), Kickxellaceae (family), Coemansia (genus)	1052880
A0A9W7Y147	unreviewed	A0A9W7Y147_9FUNG	Golgi pH regulator	LPJ53_002974	Coemansia erecta	609		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Zoopagomycota (phylum), Kickxellomycotina (subphylum), Kickxellomycetes (class), Kickxellales (order), Kickxellaceae (family), Coemansia (genus)	147472
A0A9W7YJ41	unreviewed	A0A9W7YJ41_9FUNG	Golgi pH regulator B	GPR89B LPJ58_003566	Coemansia sp. RSA 1591	538		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Zoopagomycota (phylum), Kickxellomycotina (subphylum), Kickxellomycetes (class), Kickxellales (order), Kickxellaceae (family), Coemansia (genus), unclassified Coemansia (no rank)	2849845
A0A9W7Z5A8	unreviewed	A0A9W7Z5A8_9FUNG	Golgi pH regulator B	GPR89B LPJ76_002676	Coemansia sp. RSA 638	537		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Zoopagomycota (phylum), Kickxellomycotina (subphylum), Kickxellomycetes (class), Kickxellales (order), Kickxellaceae (family), Coemansia (genus), unclassified Coemansia (no rank)	2849861
A0A9W8AHK5	unreviewed	A0A9W8AHK5_9FUNG	Golgi pH regulator	IWQ60_002389	Tieghemiomyces parasiticus	511		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Zoopagomycota (phylum), Kickxellomycotina (subphylum), Dimargaritomycetes (class), Dimargaritales (order), Dimargaritaceae (family), Tieghemiomyces (genus)	78921
